sms_id,sms_text,class
1334,They finally came to fix the ceiling.,benign
1335,Sleeping nt feeling well,benign
1336,"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",smishing
1337,Congratulations!!! https://tinyurl.com/y4AJDlh ,smishing
1338,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,benign
1339,Pc user- KatieT0021 sent you a chat invite. Accept below:http://ywrfyp.com/VkwuzqG,smishing
1340,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,benign
1341,Then. You are eldest know.,benign
1342,"In the Open Lucky Draw Contest And You Are The Winner 0f Tata Saafari (12,60000). Contact-997330199 -2294871295. More Information https://bit.ly/32ZwcQ5",smishing
1343,He  chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,benign
1344,He's just gonna worry for nothing. And he won't give you money its no use.,benign
1345,"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate.",smishing
1346,K...k:)why cant you come here and search job:)?.that sounds better...,benign
1347,"Sorry that took so long, omw now",benign
1348,"Good Day! Your Union Bank account has been flagged for fraudulent transaction. Your account will be disabled in 24 hours. Verify your account here: https://tinyurl.com/UBPVerify Good Day! We would like to notify Union Bank users about the data breach happened yesterday. Affected users will receive this message. To avoid disabling of account in 24 hours, update your details here: https://online.unionbankph.com: verify@kalapradarshini.com",smishing
1349,"Your Netflix membership is on hold. We're having some trouble with your current billing information. To using your account as normally, please follow the instructions by click on link below : http://netflixaccount.node:911@env-7112168.node.cloudlets.zone/ Netflix Services",smishing
1350,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,benign
1351,I'm at home. Please call when u wll be free?,benign
1352,Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!,smishing
1353,"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956668 ",smishing
1354,https://irs.gov.secure-fundhub.com immediately to ensure precise payment. Deadline: November,smishing
1355,Breaking Story! NBC threatens to fire Actress if she doesn't drop 30 pds in 2 months. Read this crazy story here ak90.xyz/VHtCnf804F how she keeps her job ,smishing
1356,I donno if they are scorable,benign
1357,Get 75% off your next purchase! Limited time offer. Claim now: tgt-specials.com/discount,smishing
1358,"Security alert - a new device was used to access your account from Chicago, IL. Not you? Call 800-343-3548.",benign
1359,"Dear to join our BtC discussion Study Group, where you can learn to earn 600-4000 per day, Please click whatsapp://chat/?code=GOCVGBKOzmb0FmmQBgwddb uw ",smishing
1360,"Si.como no?!listened2the plaid album-quite gd&the new air1 which is hilarious-also bought”braindance”a comp.ofstuff on aphex’s ;abel,u hav2hear it!c u sn xxxx",benign
1361,"<Subject: NoSubject> Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: fritzclosets.com/PV06ExwSdV",smishing
1362,"Dear friend, we invite you tojointhecryptocurrencyinternal discussion group. And teaches you how to earn 1000-5000US per day in the cryptocurrency market. Reply ""OK"", Please click on the ""link""belowtojoin https://chat.whatsapp.com/DtlvGProbBcHz85dCOol44",smishing
1363,Wat uniform? In where get?,benign
1364,you'hv completed a transaction for AUD 788.93 on 06/02/17 03-27-31 pm. Please follow the link if it is not done by you http://commbank.netban,smishing
1365,You have 1 new voicemail. Please call 08719181503,smishing
1366,"Team Snapchat: Your password was reset due to suspicious activity. To gain access to your account, click 'Forgot Password' at: https://accounts.snapchat.com.",smishing
1367,Hey. You got any mail?,benign
1368,"Alright, I'll head out in a few minutes, text me where to meet you",benign
1369,That's y i said it's bad dat all e gals know u... Wat u doing now?,benign
1370,"The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link within 12 hours. https://cutt.ly/gwWmzsU1  (Please reply to Y, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The US Postal team wishes you a wonderful day Sent from my iPhone",smishing
1371,"CITI: Unauthorized activity was detected, we have moved foward in locking your account. Please verify at http://citibsec.com or at a local branch.",smishing
1372,Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,benign
1373,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a £2000 Bonus Prize, call 09066364529",smishing
1374,Today am going to college so am not able to atten the class.,benign
1375,Ooooooh I forgot to tell u I can get on yoville on my phone,benign
1376,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,benign
1377,Hi. I'm sorry i missed your call. Can you pls call back.,benign
1378,No calls..messages..missed calls,benign
1379,"Our job is simple, we just need to rate or like the hotel we booked. If you want to join us, whatsapp details: +15149071098 (under 20 years old not allowed)",smishing
1380,I thk ü gotta go home by urself. Cos i'll b going out shopping 4 my frens present.,benign
1381,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do.""",benign
1382,Okay. I've seen it. So i should pick it on friday?,benign
1383,Funlegz504 shot you these snapshots. Tap now: http://kjhcmb.com/7wEf2VN You got a email from FineAndrea101! Touch to connect to her message: http://ybfwmj.com/zErCE9N,smishing
1384,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",smishing
1385,1Netflix-Mybilling:Your payment was unsuccessful.follow the link to update your payment details . https://www.2netflix-mybilling.com,smishing
1386,Can ü send me a copy of da report?,benign
1387,I knew it... U slept v late yest? Wake up so late...,benign
1388,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,benign
1389,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",benign
1390,"Hi Jim, I need a lot of precious metal raw materials for the project at hand recently, can you give me a price list?",smishing
1391,NEWS: 2bed/1bath just $364 a mo available for you NOW! click here whatseenow3.info/ltZSCGnozp The sender is not in your contact list. Report Junk,smishing
1392,FRM:Altura CU. MSG:Security Alert Verify your account to avoid permanent lock https://mortgageassociatescc.com/acr/Alturacu,smishing
1393,"58 [I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link. https://irs.gov.direct-paying.com (Please reply ""y"", then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) The mission of the IRS is to help American taxpayers understand and meet their tax obligations and to provide them with the highest quality service.",smishing
1394,"Hello Olivia, your FEDEX package with tracking code GB-6412-GH83 is waiting for you to set delivery preferences: e3fmr.info/onAyXsVfomA",smishing
1395,Dad just left you a package. He said he came from Cost co cause they're handing out money to their customers today. Do you wanna try and see if we can do it too? He said we'd have to start here. http://indianelder.business/hBF734,smishing
1396,"To: +12054136573 FROM: USPS Msg: Your package will be returned due to missing address details. Please update the address in time: v4.hvg.in/.861G6 Regards, USPS.",smishing
1397,"Hello! Just got here, st andrews-boy its a long way! Its cold. I will keep you posted",benign
1398,At WHAT TIME should i come tomorrow. Please confirm,benign
1399,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...,benign
1400,How r ü going to send it to me?,benign
1401,"449050000301 You have won a £2,000 price! To claim, call 09050000301.",smishing
1402,When you came to hostel.,benign
1403,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,benign
1404,"Nah can't help you there, I've never had an iphone",benign
1405,U’ve Bin Awarded £50 to Play 4 Instant Cash. Call 08715203028 To Claim. EVERY 9th Player Wins Min £50-£500. OptOut 08718727870,smishing
1406,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ...",benign
1407,ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.,benign
1408,Todays Voda numbers ending with 7634 are selected to receive a £350 reward. If you have a match please call 08712300220 quoting claim code 7684 standard rates apply.,smishing
1409,Dear reached railway. What happen to you,benign
1410,"hey Michael, how are you doing man? Check this controversial video out before it gets banned. Guess who this is (-: ju11n.xyz/hXwQ9T2DpP 13:10",smishing
